iter	Logloss
229	0.3297631314
230	0.3295272697
231	0.329106581
232	0.3285336238
233	0.3282202597
234	0.32771595
235	0.3274331205
236	0.3270073848
237	0.3265087806
238	0.3262521735
239	0.3260093388
240	0.3256559214
241	0.325321243
242	0.3250246382
243	0.3248129603
244	0.3243961795
245	0.3240269646
246	0.3235959148
247	0.3230023274
248	0.3227281677
249	0.3224240425
250	0.3221802025
251	0.3219611263
252	0.321623707
253	0.3214465483
254	0.3211696066
255	0.3208935032
256	0.3206061323
257	0.3203305718
258	0.3200596223
259	0.3196319714
260	0.3191061566
261	0.3188610665
262	0.3185130545
263	0.3182858027
264	0.3180970072
265	0.3179468417
266	0.3177906773
267	0.3175421031
268	0.3173693234
269	0.3170911138
270	0.3168400145
271	0.3165339144
272	0.3162393709
273	0.3158508077
274	0.3152838943
275	0.3150697358
276	0.3147788365
277	0.3143869738
278	0.3141189241
279	0.3139085916
280	0.3136349656
281	0.3133131222
282	0.3126668633
283	0.3124113344
284	0.3123128519
285	0.3119796999
286	0.3117351862
287	0.3113873694
288	0.3110937475
289	0.3108076176
290	0.3106918894
291	0.3104121888
292	0.3100706468
293	0.3098561028
294	0.3096739271
295	0.3093591974
296	0.3090566652
297	0.3088743994
298	0.3085741156
299	0.3082872167
300	0.3080951422
301	0.3078169019
302	0.307527622
303	0.3073392415
304	0.3072027178
305	0.3070648594
306	0.3068405225
307	0.3066304581
308	0.3064126051
309	0.3061962723
310	0.3060626393
311	0.3057998398
312	0.3055486655
313	0.3052989628
314	0.3049512344
315	0.3047930876
316	0.3045439722
317	0.3044344361
318	0.3040084848
319	0.3036721671
320	0.3033022155
321	0.3031857208
322	0.3029239488
323	0.3027335851
324	0.3023687947
325	0.3021785105
326	0.3016040336
327	0.3014084095
328	0.3013027285
329	0.3010416414
330	0.3008643273
331	0.3005852099
332	0.3003908067
333	0.3002008236
334	0.2999534902
335	0.2997185474
336	0.2995402254
337	0.2992277507
338	0.2990557248
339	0.2988122293
340	0.2985395429
341	0.2979751961
342	0.2978162329
343	0.2974595157
344	0.2973250621
345	0.2971472593
346	0.2969045868
347	0.2965617891
348	0.2964315652
349	0.2961299858
350	0.2959330451
351	0.295683944
352	0.295448451
353	0.2952544174
354	0.2950682074
355	0.2946046318
356	0.2944391602
357	0.2942519119
358	0.294054444
359	0.2938376316
360	0.2936979872
361	0.2934639953
362	0.2931713452
363	0.2930009424
364	0.2928484645
365	0.2926204924
366	0.2924644587
367	0.2922176664
368	0.29199497
369	0.2917836406
370	0.291416279
371	0.291014142
372	0.2907917949
373	0.2905418875
374	0.2903281696
375	0.2901237775
376	0.2898739611
377	0.2896261305
378	0.2893718454
379	0.2890878098
380	0.2889085675
381	0.2886526652
382	0.2885343436
383	0.2882897399
384	0.2880554765
385	0.2878500858
386	0.2876907163
387	0.2874211039
388	0.2871482864
389	0.2870357384
390	0.2868402059
391	0.2867195559
392	0.2865375725
393	0.2864243313
394	0.2862776464
395	0.2860964631
396	0.2859725711
397	0.285821874
398	0.2857550214
399	0.285570944
400	0.2853313999
401	0.2850736467
402	0.2849330027
403	0.2847716514
404	0.2845848685
405	0.2843868102
406	0.2841249449
407	0.2838750903
408	0.2836661649
409	0.2835379847
410	0.283423472
411	0.2832723882
412	0.283087126
413	0.2827839238
414	0.2827072917
415	0.282429578
416	0.2820664575
417	0.2817592289
418	0.2814839557
419	0.2812042602
420	0.2809709076
421	0.2809183021
422	0.2806929123
423	0.2805816789
424	0.2804335426
425	0.2802527067
426	0.2800552728
427	0.2798081297
428	0.2795308553
429	0.2793764447
430	0.2792544972
431	0.2790134941
432	0.2786632792
433	0.2784093001
434	0.2782515308
435	0.2780120685
436	0.2778026315
437	0.2776538381
438	0.2774073929
439	0.2771466862
440	0.2770135353
441	0.276885934
442	0.2766427531
443	0.2762593937
444	0.2760934287
445	0.2759369338
446	0.2756926014
447	0.2755113721
448	0.2753454106
449	0.2750987495
450	0.2748064449
451	0.2745871979
452	0.2743800136
453	0.27430556
454	0.2742201989
455	0.274084505
456	0.2739958357
457	0.273852038
458	0.2735160919
459	0.2733133624
460	0.2731790611
461	0.2730148618
462	0.2728691407
463	0.2727548285
464	0.2726234595
465	0.2723907618
466	0.2722544251
467	0.2722423572
468	0.2721208109
469	0.2719392529
470	0.2716967986
471	0.2714944389
472	0.2712182016
473	0.2711042734
474	0.2708129148
475	0.2707127003
476	0.2704921302
477	0.2701827558
478	0.2699803483
479	0.2698222787
480	0.2696852914
481	0.2695529233
482	0.2693787194
483	0.2692653471
484	0.2688812648
485	0.2688028683
486	0.2687376146
487	0.2685893734
488	0.2682140367
489	0.2679728118
490	0.2677871459
491	0.2674064478
492	0.2673401614
493	0.26711025
494	0.2668898407
495	0.2667563331
496	0.2666248243
497	0.2665424685
498	0.2663477963
499	0.2661927457
500	0.2660218948
501	0.2657754382
502	0.2656330562
503	0.265453683
504	0.2653717773
505	0.2651983393
506	0.2650553554
507	0.264774803
508	0.2645294714
509	0.2643657947
510	0.2642402474
511	0.2639869316
512	0.2637607273
513	0.2636189656
514	0.2633196627
515	0.2630701201
516	0.2628443988
517	0.2627258663
518	0.2624866596
519	0.2623675553
520	0.2621716592
521	0.2619169127
522	0.2617599467
523	0.2613447061
524	0.2611777762
525	0.2609554408
526	0.2607696171
527	0.2605800526
528	0.2604707377
529	0.2603184697
530	0.260067015
531	0.2599671199
532	0.259811598
533	0.2596715985
534	0.259431281
535	0.2592117175
536	0.2590592719
537	0.2589643434
538	0.2588470237
539	0.2585800881
540	0.2584460716
541	0.258320873
542	0.2581174113
543	0.2579737462
544	0.2577094371
545	0.2576387873
546	0.2574463995
547	0.2572655519
548	0.2571037532
549	0.2569257334
550	0.2567463354
551	0.2566525563
552	0.2564415254
553	0.2563086727
554	0.2561098165
555	0.2559801064
556	0.2558686981
557	0.2557392099
558	0.2556111861
559	0.2554993688
560	0.2553365166
561	0.2552054282
562	0.255116874
563	0.2550405376
564	0.2549372205
565	0.254650698
566	0.254426912
567	0.2542036569
568	0.2541007256
569	0.25380359
570	0.2536465328
571	0.2534704292
572	0.2532541347
573	0.2531597409
574	0.2528183908
575	0.2526617307
576	0.2524742233
577	0.2523311618
578	0.2521797568
579	0.2520160954
580	0.2518748766
581	0.2517224284
582	0.2515859036
583	0.2514861175
584	0.251308055
585	0.2510328329
586	0.2508866943
587	0.2506603137
588	0.2505811276
589	0.2503187367
590	0.2501221231
591	0.250072273
592	0.2498899758
593	0.2497643785
594	0.249604702
595	0.2493624473
596	0.2492055984
597	0.2490649648
598	0.2489107052
599	0.2487760068
600	0.2486496942
601	0.2484587616
602	0.2483149214
603	0.2480953661
604	0.2480230499
605	0.2478256673
606	0.2476379769
607	0.2474752062
608	0.2473978275
609	0.2472430453
610	0.2470789915
611	0.2468636989
612	0.2467655116
613	0.246579766
614	0.2463809086
615	0.246204192
616	0.2461197594
617	0.246001878
618	0.2458400245
619	0.2455470712
620	0.2453248727
621	0.2452503916
622	0.2451275107
623	0.2449606415
624	0.2447075897
625	0.2445348808
626	0.2443958523
627	0.2443053782
628	0.2442324183
629	0.2440786445
630	0.243849178
631	0.2437339292
632	0.2435864021
633	0.2434892107
634	0.2433763229
635	0.2431798181
636	0.2430517719
637	0.2429317622
638	0.2427596858
639	0.2426446455
640	0.2425662688
641	0.2424062203
642	0.2423049727
643	0.2420765548
644	0.2419355083
645	0.2418741919
646	0.241727912
647	0.2415236608
648	0.2414247296
649	0.2412157089
650	0.2411202704
651	0.2410315357
652	0.2409030936
653	0.2406755358
654	0.2404594511
655	0.240326533
656	0.2401417308
657	0.2400402434
658	0.2398404346
659	0.239666038
660	0.2395008495
661	0.2393304292
662	0.239129869
663	0.2390232906
664	0.2388492538
665	0.238629231
666	0.2385453724
667	0.2383096566
668	0.2381368748
669	0.2380458813
670	0.2378406776
671	0.2376741668
672	0.2375449519
673	0.2373871172
674	0.2372039775
675	0.2370931079
676	0.2368730955
677	0.2367811611
678	0.2366640605
679	0.2365370817
680	0.2364349813
681	0.2362307905
682	0.2361126014
683	0.2360562512
684	0.2359172934
685	0.2357608985
686	0.2356417448
687	0.2355106181
688	0.2354175992
689	0.2353778406
690	0.2351333661
691	0.2350310381
692	0.2349072067
693	0.2347541207
694	0.2346298589
695	0.2345404812
696	0.2344170651
697	0.2342802723
698	0.2340772863
699	0.2340371267
700	0.2338320465
701	0.2336637321
702	0.2333926895
703	0.233008994
704	0.2329112792
705	0.2326786681
706	0.232557401
707	0.2324111722
708	0.2321850357
709	0.2319824401
710	0.2317654146
711	0.2316570723
712	0.2314990381
713	0.2313244221
714	0.2312335239
715	0.2311242011
716	0.2310111902
717	0.2308433451
718	0.2306711023
719	0.2304861792
720	0.2303971914
721	0.2303474842
722	0.230271707
723	0.2302566371
724	0.2300029591
725	0.2298711504
726	0.2298033849
727	0.2296307278
728	0.2294772022
729	0.2293388575
730	0.2292724924
731	0.2291475213
732	0.2289739868
733	0.2289119434
734	0.2288610665
735	0.2286814689
736	0.2285097616
737	0.2284121676
738	0.2283451645
739	0.2282447179
740	0.2280531009
741	0.227962255
742	0.2277722758
743	0.2275479849
744	0.2273597283
745	0.2271890872
746	0.227074897
747	0.2269923082
748	0.2267584419
749	0.2266217206
750	0.2264651303
751	0.2263471059
752	0.226205694
753	0.2260196315
754	0.2258891564
755	0.2257103188
756	0.2255388873
757	0.2253742087
758	0.2252175231
759	0.2249034846
760	0.2248160606
761	0.2247282659
762	0.2246682442
763	0.2245614644
764	0.2244924481
765	0.2243898218
766	0.2243370696
767	0.2242804912
768	0.2241841059
769	0.2241348267
770	0.2239290488
771	0.2237517763
772	0.2235070902
773	0.2234257446
774	0.2232982771
775	0.223116623
776	0.22304426
777	0.2228902671
778	0.22273179
779	0.2226754073
780	0.2224590578
781	0.222260594
782	0.2221991893
783	0.2221569856
784	0.2220638674
785	0.221863014
786	0.2216260363
787	0.2215594737
788	0.2213917854
789	0.2212074425
790	0.2211810881
791	0.2210742655
792	0.2210065843
793	0.2208702144
794	0.2207567228
795	0.2206285148
796	0.220519582
797	0.2203870927
798	0.2202784684
799	0.2200176411
800	0.2198645655
801	0.2197638096
802	0.2196561957
803	0.2194983881
804	0.2192760067
805	0.2192170927
806	0.2191406336
807	0.2190294183
808	0.2189268183
809	0.2187940396
810	0.2186861224
811	0.2185186374
812	0.2183354323
813	0.2181293372
814	0.2180319845
815	0.2177634136
816	0.2176755064
817	0.2175520558
818	0.2173851352
819	0.2172238639
820	0.2171632105
821	0.2169564319
822	0.2168293861
823	0.2166056258
824	0.2164426469
825	0.2162676422
826	0.2161808734
827	0.2160882951
828	0.2159849903
829	0.215900749
830	0.2158025379
831	0.2156455488
832	0.2154572451
833	0.2154090731
834	0.2152891768
835	0.2150888696
836	0.2150132928
837	0.2148866652
838	0.214730588
839	0.2146615522
840	0.21446414
841	0.214425646
842	0.2143130455
843	0.2142087663
844	0.2140948913
845	0.2138436203
846	0.2136286505
847	0.2135044086
848	0.2133762247
849	0.2132478345
850	0.2131368777
851	0.2129849464
852	0.2129560304
853	0.2128282129
854	0.2126681048
855	0.2125786748
856	0.2124414195
857	0.212384274
858	0.2122163369
859	0.2121511415
860	0.2119492193
861	0.2117853872
862	0.2116074464
863	0.2113891792
864	0.2111697355
865	0.211088905
866	0.2109629113
867	0.210802335
868	0.2106954175
869	0.2105930256
870	0.2104466367
871	0.2103508435
872	0.210271004
873	0.2100838036
874	0.2100291527
875	0.2098702172
876	0.2097378079
877	0.2095940445
878	0.2094471997
879	0.2093656517
880	0.2092183406
881	0.2090700237
882	0.2089966361
883	0.2088350327
884	0.2086980569
885	0.2085087808
886	0.2084501533
887	0.2084045729
888	0.2083454621
889	0.208269295
890	0.2080061108
891	0.2077963889
892	0.2075678816
893	0.2075064176
894	0.2073786382
895	0.2072000164
896	0.2071220578
897	0.2070103809
898	0.2069630242
899	0.206856554
900	0.2066739784
901	0.2065808272
902	0.2064673331
903	0.2063808809
904	0.2062404686
905	0.206206871
906	0.2060831722
907	0.2059785545
908	0.2058567339
909	0.2057285602
910	0.2055994358
911	0.2055048432
912	0.2052932948
913	0.2049547487
914	0.204804271
915	0.2046399259
916	0.2044720305
917	0.2043141406
918	0.2041467327
919	0.2039946236
920	0.2038695291
921	0.2036943708
922	0.2035526826
923	0.2034480295
924	0.2032804243
925	0.2031299322
926	0.2028610208
927	0.2027334475
928	0.2025728016
929	0.2025178892
930	0.2024656906
931	0.2024027122
932	0.2021917134
933	0.2020778487
934	0.202036261
935	0.2019751621
936	0.2019022759
937	0.201717436
938	0.2015917616
939	0.2015409791
940	0.201490272
941	0.2014406985
942	0.2013143845
943	0.2010660448
944	0.2009474068
945	0.2008505609
946	0.2007963643
947	0.2006845735
948	0.2006403602
949	0.2005371824
950	0.2005029747
951	0.2003689611
952	0.2002189341
953	0.2001430446
954	0.2000164526
955	0.1999030363
956	0.1997197757
957	0.199688728
958	0.1995373428
959	0.1994127915
960	0.1993543118
961	0.1993200568
962	0.1991727482
963	0.199125139
964	0.1990718864
965	0.1988846201
966	0.1988097559
967	0.1987727412
968	0.1987007897
969	0.1986303668
970	0.1985637169
971	0.1983415669
972	0.1982569639
973	0.1981554961
974	0.1980635544
975	0.1978620407
976	0.1978081943
977	0.1976571685
978	0.1976367343
979	0.1975801818
980	0.1974450466
981	0.1973601254
982	0.1972967285
983	0.1972047081
984	0.1971716476
985	0.1969465772
986	0.1968254317
987	0.1966718901
988	0.1965653534
989	0.1965335094
990	0.1962748728
991	0.1961089803
992	0.1959482477
993	0.1957028193
994	0.1954692922
995	0.1954203115
996	0.1952685814
997	0.195230997
998	0.1950996479
999	0.1950134687
